rysxai_profession_id,major_code,major_name,level,category,subject,degree,limit_year,heat,is_hot
605,120110,计算金融,本科,管理学,管理科学与工程类,管理学学士,四年,114086,false
2168,120111,应急管理,本科,管理学,管理科学与工程类,管理学学士,四年,78262,false
607,120201,工商管理,本科,管理学,工商管理类,管理学学士,四年,1963655,true
2161,120202,市场营销,本科,管理学,工商管理类,管理学学士,四年,1744410,true
609,120203,会计学,本科,管理学,工商管理类,管理学学士,四年,1959068,true
610,120204,财务管理,本科,管理学,工商管理类,管理学学士,四年,1125562,true
611,120205,国际商务,本科,管理学,工商管理类,管理学学士,四年,435843,false
2162,120206,人力资源管理,本科,管理学,工商管理类,管理学学士,四年,961137,true
613,120207,审计学,本科,管理学,工商管理类,管理学学士,四年,845546,true
614,120208,资产评估,本科,管理学,工商管理类,管理学学士,四年,302038,false
615,120209,物业管理,本科,管理学,工商管理类,管理学学士,四年,221599,false
616,120210,文化产业管理,本科,管理学,工商管理类,"管理学学士,艺术学学士",四年,593107,true
617,120211,劳动关系,本科,管理学,工商管理类,管理学学士,四年,109439,false
618,120212,体育经济与管理,本科,管理学,工商管理类,管理学学士,四年,468883,false
619,120213,财务会计教育,本科,管理学,工商管理类,管理学学士,四年,206832,false
620,120214,市场营销教育,本科,管理学,工商管理类,管理学学士,四年,108343,false
621,120215,零售业管理,本科,管理学,工商管理类,管理学学士,四年,25535,false
1567,120216,创业管理,本科,管理学,工商管理类,管理学学士,四年,39707,false
1597,120217,海关稽查,本科,管理学,工商管理类,管理学学士,四年,1152,false
2192,120218T,内部审计,本科,管理学,工商管理类,管理学学士,四年,,false
2278,120219TK,商业人工智能,本科,管理学,工商管理类,管理学学士,四年,77,false
622,120301,农林经济管理,本科,管理学,农业经济管理类,管理学学士,四年,231930,false
623,120302,农村区域发展,本科,管理学,农业经济管理类,"农学学士,管理学学士",四年,148232,false
1618,120303,乡村治理,本科,管理学,农业经济管理类,管理学学士,四年,,false
624,120401,公共事业管理,本科,管理学,公共管理类,管理学学士,四年,692981,true
2166,120402,行政管理,本科,管理学,公共管理类,管理学学士,四年,790349,true
626,120403,劳动与社会保障,本科,管理学,公共管理类,管理学学士,四年,292019,false
627,120404,土地资源管理,本科,管理学,公共管理类,"工学学士,管理学学士",四年,266361,false
628,120405,城市管理,本科,管理学,公共管理类,管理学学士,四年,210705,false
629,120406,海关管理,本科,管理学,公共管理类,管理学学士,四年,463701,false
630,120407,交通管理,本科,管理学,公共管理类,"工学学士,管理学学士",四年,390438,false
631,120408,海事管理,本科,管理学,公共管理类,管理学学士,四年,123437,false
632,120409,公共关系学,本科,管理学,公共管理类,管理学学士,四年,230225,false
633,120410,健康服务与管理,本科,管理学,公共管理类,管理学学士,四年,179739,false
634,120411,海警后勤管理,本科,管理学,公共管理类,管理学学士,四年,20680,false
635,120412,医疗产品管理,本科,管理学,公共管理类,管理学学士,四年,39352,false
636,120413,医疗保险,本科,管理学,公共管理类,管理学学士,四年,22877,false
637,120414,养老服务管理,本科,管理学,公共管理类,管理学学士,四年,53349,false
1568,120415,海关检验检疫安全,本科,管理学,公共管理类,管理学学士,四年,49454,false
1569,120416,海外安全管理,本科,管理学,公共管理类,管理学学士,四年,28728,false
1570,120417,自然资源登记与管理,本科,管理学,公共管理类,管理学学士,四年,28290,false
1598,120418,慈善管理,本科,管理学,公共管理类,管理学学士,四年,374,false
1619,120419,航空安防管理,本科,管理学,公共管理类,管理学学士,四年,,false
1620,120420,无障碍管理,本科,管理学,公共管理类,管理学学士,四年,,false
2245,120421TK,人才发展与管理,本科,管理学,公共管理类,,四年,39,false
2279,120422TK,数字公共治理,本科,管理学,公共管理类,管理学学士,四年,47,false
638,120501,图书馆学,本科,管理学,图书情报与档案管理类,管理学学士,四年,315087,false
639,120502,档案学,本科,管理学,图书情报与档案管理类,管理学学士,四年,380539,false
640,120503,信息资源管理,本科,管理学,图书情报与档案管理类,管理学学士,四年,255869,false
2280,120504T,数据资源与数据智能,本科,管理学,图书情报与档案管理类,管理学学士,四年,72,false
641,120601,物流管理,本科,管理学,物流管理与工程类,管理学学士,四年,949753,true
642,120602,物流工程,本科,管理学,物流管理与工程类,"工学学士,管理学学士",四年,259615,false
643,120603,采购管理,本科,管理学,物流管理与工程类,管理学学士,四年,352109,false
644,120604,供应链管理,本科,管理学,物流管理与工程类,管理学学士,四年,107575,false
645,120701,工业工程,本科,管理学,工业工程类,"工学学士,管理学学士",四年,399149,false
646,120702,标准化工程,本科,管理学,工业工程类,管理学学士,四年,359737,false
647,120703,质量管理工程,本科,管理学,工业工程类,管理学学士,四年,396483,false
2164,120801,电子商务,本科,管理学,电子商务类,"经济学学士,工学学士,管理学学士",四年,1207376,true
649,120802,电子商务及法律,本科,管理学,电子商务类,管理学学士,四年,344742,false
2127,120803,跨境电子商务,本科,管理学,电子商务类,管理学学士,四年,73449,false
2163,120901,旅游管理,本科,管理学,旅游管理类,管理学学士,四年,818505,true
2165,120902,酒店管理,本科,管理学,旅游管理类,管理学学士,四年,535173,true
653,120903,会展经济与管理,本科,管理学,旅游管理类,管理学学士,四年,481920,true
654,120904,旅游管理与服务教育,本科,管理学,旅游管理类,管理学学士,四年,141804,false
2237,120905TK,国际邮轮管理,本科,管理学,旅游管理类,,四年,65,false
2281,120906TK,数字文旅,本科,管理学,旅游管理类,管理学学士,四年,59,false
655,130101,艺术史论,本科,艺术学,艺术学理论类,艺术学学士,四年,494019,true
656,130102,艺术管理,本科,艺术学,艺术学理论类,艺术学学士,四年,176422,false
1571,130103,非物质文化遗产保护,本科,艺术学,艺术学理论类,艺术学学士,四年,93509,false
2143,130201,音乐表演,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,509337,true
658,130202,音乐学,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年，五年,531506,true
659,130203,作曲与作曲技术理论,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年，五年,136856,false
660,130204,舞蹈表演,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,534955,true
661,130205,舞蹈学,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,183247,false
662,130206,舞蹈编导,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,151803,false
663,130207,舞蹈教育,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,63449,false
664,130208,航空服务艺术与管理,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,117811,false
665,130209,流行音乐,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,64727,false
666,130210,音乐治疗,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,61356,false
667,130211,流行舞蹈,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,35208,false
1533,130212,音乐教育,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,74179,false
2193,130213TK,冰雪舞蹈表演,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,,false
2228,130214TK,舞蹈治疗,本科,艺术学,音乐与舞蹈学类,,四年,43,false
2223,130215T,音乐科技,本科,艺术学,音乐与舞蹈学类,,四年,51,false
2282,130216T,乐器智造,本科,艺术学,音乐与舞蹈学类,艺术学学士,四年,39,false
668,130301,表演,本科,艺术学,戏剧与影视学类,艺术学学士,四年,321264,false
669,130302,戏剧学,本科,艺术学,戏剧与影视学类,艺术学学士,四年,151160,false
670,130303,电影学,本科,艺术学,戏剧与影视学类,艺术学学士,四年,529827,true
671,130304,戏剧影视文学,本科,艺术学,戏剧与影视学类,艺术学学士,四年,291467,false
672,130305,广播电视编导,本科,艺术学,戏剧与影视学类,艺术学学士,四年,660702,true
673,130306,戏剧影视导演,本科,艺术学,戏剧与影视学类,艺术学学士,四年,397381,true
674,130307,戏剧影视美术设计,本科,艺术学,戏剧与影视学类,艺术学学士,四年,260437,false
675,130308,录音艺术,本科,艺术学,戏剧与影视学类,艺术学学士,四年,218025,false
676,130309,播音与主持艺术,本科,艺术学,戏剧与影视学类,艺术学学士,四年,752360,true
677,130310,动画,本科,艺术学,戏剧与影视学类,艺术学学士,四年,589697,true
2132,130311,影视摄影与制作,本科,艺术学,戏剧与影视学类,艺术学学士,四年,639451,true
679,130312,影视技术,本科,艺术学,戏剧与影视学类,艺术学学士,四年,57756,false
680,130313,戏剧教育,本科,艺术学,戏剧与影视学类,艺术学学士,四年,17795,false
1599,130314,曲艺,本科,艺术学,戏剧与影视学类,艺术学学士,四年,324,false
1600,130315,音乐剧,本科,艺术学,戏剧与影视学类,艺术学学士,四年,422,false
2213,130316T,数字戏剧,本科,艺术学,戏剧与影视学类,,五年,58,false
2209,130317T,数字演艺设计,本科,艺术学,戏剧与影视学类,,四年,48,false
2234,130318T,智能影像艺术,本科,艺术学,戏剧与影视学类,,四年,63,false
681,130401,美术学,本科,艺术学,美术学类,艺术学学士,四年,775484,true
682,130402,绘画,本科,艺术学,美术学类,艺术学学士,四年,309921,false
683,130403,雕塑,本科,艺术学,美术学类,艺术学学士,五年，四年,142744,false
684,130404,摄影,本科,艺术学,美术学类,艺术学学士,四年,324093,false
685,130405,书法学,本科,艺术学,美术学类,艺术学学士,四年,370140,false
686,130406,中国画,本科,艺术学,美术学类,艺术学学士,四年,478535,true
687,130407,实验艺术,本科,艺术学,美术学类,艺术学学士,四年,77373,false
688,130408,跨媒体艺术,本科,艺术学,美术学类,艺术学学士,四年,83888,false
689,130409,文物保护与修复,本科,艺术学,美术学类,艺术学学士,四年,92435,false
690,130410,漫画,本科,艺术学,美术学类,艺术学学士,四年,128803,false
1572,130411,纤维艺术,本科,艺术学,美术学类,艺术学学士,四年,23810,false
1601,130412,科技艺术,本科,艺术学,美术学类,艺术学学士,四年,355,false
1534,130413TK,美术教育,本科,艺术学,美术学类,艺术学学士,四年,44726,false
2218,130414T,虚拟空间艺术,本科,艺术学,美术学类,艺术学学士,四年,60,false
2283,130415T,艺术治疗,本科,艺术学,美术学类,艺术学学士,四年,53,false
691,130501,艺术设计学,本科,艺术学,设计学类,艺术学学士,四年,1009873,true
2129,130502,视觉传达设计,本科,艺术学,设计学类,艺术学学士,四年,992133,true
693,130503,环境设计,本科,艺术学,设计学类,艺术学学士,四年,782486,true
2131,130504,产品设计,本科,艺术学,设计学类,艺术学学士,四年,681331,true
2130,130505,服装与服饰设计,本科,艺术学,设计学类,艺术学学士,四年,533424,true
696,130506,公共艺术,本科,艺术学,设计学类,艺术学学士,四年,437624,true
2142,130507,工艺美术,本科,艺术学,设计学类,艺术学学士,四年,472134,true
2146,130508,数字媒体艺术,本科,艺术学,设计学类,艺术学学士,四年,663843,true
699,130509,艺术与科技,本科,艺术学,设计学类,艺术学学士,五年，四年,385933,false
700,130510,陶瓷艺术设计,本科,艺术学,设计学类,艺术学学士,四年,44533,false
701,130511,新媒体艺术,本科,艺术学,设计学类,艺术学学士,四年,119077,false
702,130512,包装设计,本科,艺术学,设计学类,艺术学学士,四年,71781,false
1602,130513,珠宝首饰设计与工艺,本科,艺术学,设计学类,艺术学学士,四年,877,false
2206,130514T,人居设计,本科,艺术学,设计学类,,四年,96,false
2250,130515TK,游戏艺术设计,本科,艺术学,设计学类,,四年,182,false
1621,140001TK,未来机器人,本科,交叉学科,交叉学科类,工学学士,四年,,true
2189,140002TK,交叉工程,本科,交叉学科,交叉学科类,工学学士,四年,,true
2246,140003TK,低空技术与工程,本科,交叉学科,交叉学科类,工学学士,四年,4955,true
2236,140004TK,集成电路科学与工程,本科,交叉学科,交叉学科类,工学学士,四年,183,true
2202,140005T,碳中和科学与工程,本科,交叉学科,交叉学科类,工学学士,四年,167,true
2196,140006T,智慧城市与空间规划,本科,交叉学科,交叉学科类,工学学士,四年,91,true
593,140007T,智能医学工程,本科,交叉学科,交叉学科类,工学学士,四年,190948,true
1565,140008T,生物医药数据科学,本科,交叉学科,交叉学科类,理学学士,四年,48567,true
1566,140009T,智能影像工程,本科,交叉学科,交叉学科类,工学学士,四年,48084,true
1622,140010TK,医工学,本科,交叉学科,交叉学科类,工学学士,四年,,true
2239,140011TK,医疗器械与装备工程,本科,交叉学科,交叉学科类,工学学士,四年,130,true
2284,140012TK,具身智能,本科,交叉学科,交叉学科类,工学学士,四年,221,true
2285,140013TK,脑机科学与技术,本科,交叉学科,交叉学科类,工学学士,四年,176,true
2286,140014T,工程互联网,本科,交叉学科,交叉学科类,工学学士,四年,72,true
2287,140015T,深地科学与工程,本科,交叉学科,交叉学科类,工学学士,四年,93,true
704,410101,种子生产与经营,专科,农林牧渔大类,农业类,,三年,212827,true
1724,410102,作物生产与经营管理,专科,农林牧渔大类,农业类,,三年,23449,false
706,410103,现代农业技术,专科,农林牧渔大类,农业类,,三年,503945,true
708,410104,生态农业技术,专科,农林牧渔大类,农业类,,三年,413522,true
709,410105,园艺技术,专科,农林牧渔大类,农业类,,三年,209485,true
710,410106,植物保护与检疫技术,专科,农林牧渔大类,农业类,,三年,444264,true
1726,410107,茶叶生产与加工技术,专科,农林牧渔大类,农业类,,三年,23605,false
1727,410108,中草药栽培与加工技术,专科,农林牧渔大类,农业类,,三年,28485,false
1728,410109,烟草栽培与加工技术,专科,农林牧渔大类,农业类,,三年,25222,false
1898,410110,饲草生产技术,专科,农林牧渔大类,农业类,,三年,21229,false
2055,410111,食用菌生产与加工技术,专科,农林牧渔大类,农业类,,三年,24664,false
705,410112,设施农业与装备,专科,农林牧渔大类,农业类,,三年,396505,true
1871,410113,现代农业装备应用技术,专科,农林牧渔大类,农业类,,三年,18443,false
715,410114,农产品加工与质量检测,专科,农林牧渔大类,农业类,,三年,348186,true
1729,410115,绿色食品生产技术,专科,农林牧渔大类,农业类,,三年,18477,false
718,410116,农产品流通与管理,专科,农林牧渔大类,农业类,,三年,361163,true
714,410117,棉花加工与经营管理,专科,农林牧渔大类,农业类,,三年,316592,true
1725,410118,休闲农业经营与管理,专科,农林牧渔大类,农业类,,三年,17611,false
1974,410119,现代农业经济管理,专科,农林牧渔大类,农业类,,三年,15726,false
1665,410120,农村新型经济组织管理,专科,农林牧渔大类,农业类,,三年,18483,false
2232,410121,高标准农田建设与应用技术,专科,农林牧渔大类,农业类,,三年,141,false
2214,410122,乡村治理技术,专科,农林牧渔大类,农业类,,三年,93,false
722,410201,林业技术,专科,农林牧渔大类,林业类,,三年,296644,true
723,410202,园林技术,专科,农林牧渔大类,林业类,,三年,197894,true
746,410203,草业技术,专科,农林牧渔大类,林业类,,三年,337222,true
1696,410204,花卉生产与花艺,专科,农林牧渔大类,林业类,,三年,19506,false
725,410205,经济林培育与利用,专科,农林牧渔大类,林业类,,三年,402615,true
1730,410206,森林和草原资源保护,专科,农林牧渔大类,林业类,,三年,19291,false
2115,410207,林草生态保护与修复,专科,农林牧渔大类,林业类,,三年,24523,false
2035,410208,野生动植物资源保护与利用,专科,农林牧渔大类,林业类,,三年,19194,false
1731,410209,自然保护地建设与管理,专科,农林牧渔大类,林业类,,三年,21521,false
1732,410210,森林生态旅游与康养,专科,农林牧渔大类,林业类,,三年,19016,false
1964,410211,林业信息技术应用,专科,农林牧渔大类,林业类,,三年,19103,false
1829,410212,木业智能装备应用技术,专科,农林牧渔大类,林业类,,三年,15153,false
1733,410213,木业产品设计与制造,专科,农林牧渔大类,林业类,,三年,15173,false
2231,410214,现代竹木产品设计与制造,专科,农林牧渔大类,林业类,,三年,118,false
736,410301,动物医学,专科,农林牧渔大类,畜牧业类,,三年,322552,true
737,410302,动物药学,专科,农林牧渔大类,畜牧业类,,三年,378704,true
735,410303,畜牧兽医,专科,农林牧渔大类,畜牧业类,,三年,508114,true
1889,410304,中兽医,专科,农林牧渔大类,畜牧业类,,三年,16396,false
2004,410305,宠物医疗技术,专科,农林牧渔大类,畜牧业类,,三年,37017,false
738,410306,动物防疫与检疫,专科,农林牧渔大类,畜牧业类,,三年,50183,false
1657,410307,畜禽智能化养殖,专科,农林牧渔大类,畜牧业类,,三年,14643,false
1688,410308,特种动物养殖技术,专科,农林牧渔大类,畜牧业类,,三年,23243,false
740,410309,宠物养护与驯导,专科,农林牧渔大类,畜牧业类,,三年,457848,true
1734,410310,动物营养与饲料,专科,农林牧渔大类,畜牧业类,,三年,23585,false
745,410311,蚕桑技术,专科,农林牧渔大类,畜牧业类,,三年,36547,false
749,410401,水产养殖技术,专科,农林牧渔大类,渔业类,,三年,63474,false
750,410402,海洋渔业技术,专科,农林牧渔大类,渔业类,,三年,403075,true
751,410403,水族科学与技术,专科,农林牧渔大类,渔业类,,三年,339623,true
752,410404,水生动物医学,专科,农林牧渔大类,渔业类,,三年,384349,true
2216,410405,休闲渔业经营与管理,专科,农林牧渔大类,渔业类,,三年,125,false
754,420101,国土资源调查与管理,专科,资源环境与安全大类,资源勘查类,,三年,481360,true
755,420102,地质调查与矿产普查,专科,资源环境与安全大类,资源勘查类,,三年,348587,true
1855,420103,生态地质调查,专科,资源环境与安全大类,资源勘查类,,三年,20002,false
1814,420104,矿产地质勘查,专科,资源环境与安全大类,资源勘查类,,三年,20865,false
1746,420105,煤田地质勘查,专科,资源环境与安全大类,资源勘查类,,三年,24301,false
757,420106,岩矿分析与鉴定,专科,资源环境与安全大类,资源勘查类,,三年,424763,true
758,420107,宝玉石鉴定与加工,专科,资源环境与安全大类,资源勘查类,,三年,460561,true
760,420201,工程地质勘查,专科,资源环境与安全大类,地质类,,三年,56433,false
761,420202,水文与工程地质,专科,资源环境与安全大类,地质类,,三年,99265,false
763,420203,矿山地质,专科,资源环境与安全大类,地质类,,三年,336097,true
1747,420204,钻探工程技术,专科,资源环境与安全大类,地质类,,三年,17785,false
767,420205,岩土工程技术,专科,资源环境与安全大类,地质类,,三年,72876,false
764,420206,地球物理勘探技术,专科,资源环境与安全大类,地质类,,三年,408623,true
765,420207,地质灾害调查与防治,专科,资源环境与安全大类,地质类,,三年,427915,true
766,420208,环境地质工程,专科,资源环境与安全大类,地质类,,三年,395900,true
2029,420209,城市地质勘查,专科,资源环境与安全大类,地质类,,三年,18583,false
768,420301,工程测量技术,专科,资源环境与安全大类,测绘地理信息类,,三年,116322,false
770,420302,测绘工程技术,专科,资源环境与安全大类,测绘地理信息类,,三年,184377,true
771,420303,测绘地理信息技术,专科,资源环境与安全大类,测绘地理信息类,,三年,413488,true
769,420304,摄影测量与遥感技术,专科,资源环境与安全大类,测绘地理信息类,,三年,131295,false
772,420305,地籍测绘与土地管理,专科,资源环境与安全大类,测绘地理信息类,,三年,347643,true
1854,420306,国土空间规划与测绘,专科,资源环境与安全大类,测绘地理信息类,,三年,26077,false
2092,420307,无人机测绘技术,专科,资源环境与安全大类,测绘地理信息类,,三年,20308,false
773,420308,矿山测量,专科,资源环境与安全大类,测绘地理信息类,,三年,54579,false
775,420309,导航与位置服务,专科,资源环境与安全大类,测绘地理信息类,,三年,363143,true
1948,420310,空间数字建模与应用技术,专科,资源环境与安全大类,测绘地理信息类,,三年,21256,false
781,420401,油气储运技术,专科,资源环境与安全大类,石油与天然气类,,三年,133263,false
782,420402,油气地质勘探技术,专科,资源环境与安全大类,石油与天然气类,,三年,359385,true
779,420403,钻井技术,专科,资源环境与安全大类,石油与天然气类,,三年,63925,false
1750,420404,油气智能开采技术,专科,资源环境与安全大类,石油与天然气类,,三年,22956,false
783,420405,油田化学应用技术,专科,资源环境与安全大类,石油与天然气类,,三年,42297,false
784,420406,石油工程技术,专科,资源环境与安全大类,石油与天然气类,,三年,320693,true
2008,420501,煤矿智能开采技术,专科,资源环境与安全大类,煤炭类,,三年,17406,false
1748,420502,矿井建设工程技术,专科,资源环境与安全大类,煤炭类,,三年,20284,false
1749,420503,通风技术与安全管理,专科,资源环境与安全大类,煤炭类,,三年,21743,false
1712,420504,矿山机电与智能装备,专科,资源环境与安全大类,煤炭类,,三年,15191,false
1838,420505,煤炭清洁利用技术,专科,资源环境与安全大类,煤炭类,,三年,16739,false
793,420506,煤层气采输技术,专科,资源环境与安全大类,煤炭类,,三年,333967,true
2011,420601,矿山智能开采技术,专科,资源环境与安全大类,金属与非金属矿类,,三年,25384,false
796,420602,矿物加工技术,专科,资源环境与安全大类,金属与非金属矿类,,三年,44104,false
798,420701,大气科学技术,专科,资源环境与安全大类,气象类,,三年,80492,false
799,420702,大气探测技术,专科,资源环境与安全大类,气象类,,三年,86967,false
800,420703,应用气象技术,专科,资源环境与安全大类,气象类,,三年,106200,false
1774,420704,雷电防护技术,专科,资源环境与安全大类,气象类,,三年,17244,false
1928,420801,环境监测技术,专科,资源环境与安全大类,环境保护类,,三年,25284,false
805,420802,环境工程技术,专科,资源环境与安全大类,环境保护类,,三年,414011,true
1773,420803,生态保护技术,专科,资源环境与安全大类,环境保护类,,三年,19227,false
1663,420804,生态环境大数据技术,专科,资源环境与安全大类,环境保护类,,三年,22100,false
1957,420805,环境管理与评价,专科,资源环境与安全大类,环境保护类,,三年,27149,false
1687,420806,生态环境修复技术,专科,资源环境与安全大类,环境保护类,,三年,19319,false
1719,420807,绿色低碳技术,专科,资源环境与安全大类,环境保护类,,三年,19221,false
1917,420808,资源综合利用技术,专科,资源环境与安全大类,环境保护类,,三年,21366,false
1672,420809,水净化与安全技术,专科,资源环境与安全大类,环境保护类,,三年,19991,false
807,420810,核与辐射检测防护技术,专科,资源环境与安全大类,环境保护类,,三年,359571,true
1968,420811,智能环保装备技术,专科,资源环境与安全大类,环境保护类,,三年,20059,false
816,420901,安全技术与管理,专科,资源环境与安全大类,安全类,,三年,450491,true
814,420902,化工安全技术,专科,资源环境与安全大类,安全类,,三年,424593,true
817,420903,工程安全评价与监理,专科,资源环境与安全大类,安全类,,三年,319670,true
1684,420904,安全智能监测技术,专科,资源环境与安全大类,安全类,,三年,16930,false
1775,420905,应急救援技术,专科,资源环境与安全大类,安全类,,三年,27049,false
2069,420906,消防救援技术,专科,资源环境与安全大类,安全类,,三年,21280,false
1680,420907,森林草原防火技术,专科,资源环境与安全大类,安全类,,三年,15176,false
1817,420908,职业健康安全技术,专科,资源环境与安全大类,安全类,,三年,17752,false
2205,420909,防灾减灾救灾技术,专科,资源环境与安全大类,安全类,,三年,110,false
820,430101,发电厂及电力系统,专科,能源动力与材料大类,电力技术类,,三年,182851,false
825,430102,水电站机电设备与自动化,专科,能源动力与材料大类,电力技术类,,三年,389453,true
1754,430103,水电站与电力网技术,专科,能源动力与材料大类,电力技术类,,三年,23491,false
1935,430104,分布式发电与智能微电网技术,专科,能源动力与材料大类,电力技术类,,三年,27733,false
822,430105,电力系统自动化技术,专科,能源动力与材料大类,电力技术类,,三年,222540,true
1755,430106,电力系统继电保护技术,专科,能源动力与材料大类,电力技术类,,三年,24791,false
1756,430107,输配电工程技术,专科,能源动力与材料大类,电力技术类,,三年,24011,false
821,430108,供用电技术,专科,能源动力与材料大类,电力技术类,,三年,109328,false
830,430109,农业电气化技术,专科,能源动力与材料大类,电力技术类,,三年,383225,true
1831,430110,机场电工技术,专科,能源动力与材料大类,电力技术类,,三年,21822,false
827,430111,电力客户服务与管理,专科,能源动力与材料大类,电力技术类,,三年,390292,true
2243,430112,电力储能应用技术,专科,能源动力与材料大类,电力技术类,,三年,222,false
1752,430201,热能动力工程技术,专科,能源动力与材料大类,热能与发电工程类,,三年,21121,false
833,430202,城市热能应用技术,专科,能源动力与材料大类,热能与发电工程类,,三年,56963,false
1860,430203,地热开发技术,专科,能源动力与材料大类,热能与发电工程类,,三年,21469,false
844,430204,太阳能光热技术与应用,专科,能源动力与材料大类,热能与发电工程类,,三年,407082,true
1753,430205,发电运行技术,专科,能源动力与材料大类,热能与发电工程类,,三年,27392,false
1820,430206,热工自动化技术,专科,能源动力与材料大类,热能与发电工程类,,三年,16205,false
834,430207,核电站动力设备运行与维护,专科,能源动力与材料大类,热能与发电工程类,,三年,388582,true
836,430208,电厂化学与环保技术,专科,能源动力与材料大类,热能与发电工程类,,三年,342902,true
1131,430301,光伏工程技术,专科,能源动力与材料大类,新能源发电工程类,,三年,343090,true
838,430302,风力发电工程技术,专科,能源动力与材料大类,新能源发电工程类,,三年,454565,true
840,430303,生物质能应用技术,专科,能源动力与材料大类,新能源发电工程类,,三年,429908,true
1864,430304,氢能技术应用,专科,能源动力与材料大类,新能源发电工程类,,三年,17001,false
842,430305,工业节能技术,专科,能源动力与材料大类,新能源发电工程类,,三年,382777,true
843,430306,节电技术与管理,专科,能源动力与材料大类,新能源发电工程类,,三年,360692,true
1848,430307,新能源材料应用技术,专科,能源动力与材料大类,新能源发电工程类,,三年,23401,false
1850,430401,钢铁智能冶金技术,专科,能源动力与材料大类,黑色金属材料类,,三年,22000,false
1658,430402,智能轧钢技术,专科,能源动力与材料大类,黑色金属材料类,,三年,24919,false
1709,430403,钢铁冶金设备维护,专科,能源动力与材料大类,黑色金属材料类,,三年,18822,false
1982,430404,金属材料检测技术,专科,能源动力与材料大类,黑色金属材料类,,三年,16032,false
1843,430501,有色金属智能冶金技术,专科,能源动力与材料大类,有色金属材料类,,三年,21431,false
1683,430502,金属智能加工技术,专科,能源动力与材料大类,有色金属材料类,,三年,17854,false
854,430503,金属精密成型技术,专科,能源动力与材料大类,有色金属材料类,,三年,314313,true
1892,430504,储能材料技术,专科,能源动力与材料大类,有色金属材料类,,三年,19494,false
2097,430505,稀土材料技术,专科,能源动力与材料大类,有色金属材料类,,三年,16653,false
855,430601,材料工程技术,专科,能源动力与材料大类,非金属材料类,,三年,66889,false
2111,430602,高分子材料智能制造技术,专科,能源动力与材料大类,非金属材料类,,三年,20320,false
1751,430603,复合材料智能制造技术,专科,能源动力与材料大类,非金属材料类,,三年,24426,false
1921,430604,航空复合材料成型与加工技术,专科,能源动力与材料大类,非金属材料类,,三年,14024,false
858,430605,非金属矿物材料技术,专科,能源动力与材料大类,非金属材料类,,三年,314943,true
859,430606,光伏材料制备技术,专科,能源动力与材料大类,非金属材料类,,三年,340588,true
861,430607,硅材料制备技术,专科,能源动力与材料大类,非金属材料类,,三年,358792,true
1660,430608,炭材料工程技术,专科,能源动力与材料大类,非金属材料类,,三年,20082,false
1661,430609,橡胶智能制造技术,专科,能源动力与材料大类,非金属材料类,,三年,13426,false
2194,430610,电子信息材料应用技术,专科,能源动力与材料大类,非金属材料类,,三年,113,false
863,430701,建筑材料工程技术,专科,能源动力与材料大类,建筑材料类,,三年,222289,true
867,430702,新型建筑材料技术,专科,能源动力与材料大类,建筑材料类,,三年,423339,true
865,430703,建筑装饰材料技术,专科,能源动力与材料大类,建筑材料类,,三年,403373,true
864,430704,建筑材料检测技术,专科,能源动力与材料大类,建筑材料类,,三年,401247,true
2080,430705,装配式建筑构件智能制造技术,专科,能源动力与材料大类,建筑材料类,,三年,20031,false
869,440101,建筑设计,专科,土木建筑大类,建筑设计类,,三年,843074,true
870,440102,建筑装饰工程技术,专科,土木建筑大类,建筑设计类,,三年,203371,true
871,440103,古建筑工程技术,专科,土木建筑大类,建筑设计类,,三年,361154,true
874,440104,园林工程技术,专科,土木建筑大类,建筑设计类,,三年,245043,true
873,440105,风景园林设计,专科,土木建筑大类,建筑设计类,,三年,397280,true
872,440106,建筑室内设计,专科,土木建筑大类,建筑设计类,,三年,576544,true
2090,440107,建筑动画技术,专科,土木建筑大类,建筑设计类,,三年,20580,false
2211,440108,装配化装修技术,专科,土木建筑大类,建筑设计类,,三年,112,false
876,440201,城乡规划,专科,土木建筑大类,城乡规划与管理类,,三年,368568,true
1691,440202,智慧城市管理技术,专科,土木建筑大类,城乡规划与管理类,,三年,17705,false
877,440203,村镇建设与管理,专科,土木建筑大类,城乡规划与管理类,,三年,342814,true
879,440301,建筑工程技术,专科,土木建筑大类,土建施工类,,三年,612508,true
2027,440302,装配式建筑工程技术,专科,土木建筑大类,土建施工类,,三年,18875,false
882,440303,建筑钢结构工程技术,专科,土木建筑大类,土建施工类,,三年,431921,true
1851,440304,智能建造技术,专科,土木建筑大类,土建施工类,,三年,26298,false
