major_special_id,major_code,major_name,school_tier,school_tier_name,sample_school_id,sample_school_name,sample_school_rank,sample_school_province,offer_count_in_tier,evaluation_label,directions,confidence,tier_interpretation,sample_basis
9015,470106,绿色生物制造技术,3,普通应用/职业供给高校,,,,,0,是,bio_manufacturing;artificial_intelligence;green_low_carbon,high,普通应用/职业供给高校中未找到开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为bio_manufacturing;artificial_intelligence;green_low_carbon。,该层级未找到开设样本，按专业属性估算
9016,470107,生物信息技术,1,头部/强研究型高校,,,,,0,是,bio_manufacturing;digital_economy;artificial_intelligence,high,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为bio_manufacturing;digital_economy;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
9016,470107,生物信息技术,2,区域重点/特色优势高校,,,,,0,是,bio_manufacturing;digital_economy;artificial_intelligence,high,区域重点/特色优势高校中未找到开设样本；更偏工程转化、区域产业链和特色学科建设，方向为bio_manufacturing;digital_economy;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
9016,470107,生物信息技术,3,普通应用/职业供给高校,,,,,0,是,bio_manufacturing;digital_economy;artificial_intelligence,high,普通应用/职业供给高校中未找到开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为bio_manufacturing;digital_economy;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
636,470201,应用化工技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;green_low_carbon,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;green_low_carbon。,该层级未找到开设样本，按专业属性估算
636,470201,应用化工技术,2,区域重点/特色优势高校,10820,枣庄学院,850,山东,7,弱相关,advanced_manufacturing;green_low_carbon,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,2,区域重点/特色优势高校,11734,东营职业学院,,山东,7,弱相关,advanced_manufacturing;green_low_carbon,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,2,区域重点/特色优势高校,11898,内蒙古化工职业学院,,内蒙古,7,弱相关,advanced_manufacturing;green_low_carbon,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,2,区域重点/特色优势高校,11497,扬州工业职业技术学院,,江苏,7,弱相关,advanced_manufacturing;green_low_carbon,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,2,区域重点/特色优势高校,11512,武汉软件工程职业学院,,湖北,7,弱相关,advanced_manufacturing;green_low_carbon,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,3,普通应用/职业供给高校,10869,齐鲁师范学院,691,山东,23,弱相关,advanced_manufacturing;green_low_carbon,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,3,普通应用/职业供给高校,11462,宁波职业技术大学,828,浙江,23,弱相关,advanced_manufacturing;green_low_carbon,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,3,普通应用/职业供给高校,11447,兰州石化职业技术大学,882,甘肃,23,弱相关,advanced_manufacturing;green_low_carbon,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,3,普通应用/职业供给高校,11605,宁夏职业技术大学,908,宁夏,23,弱相关,advanced_manufacturing;green_low_carbon,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
636,470201,应用化工技术,3,普通应用/职业供给高校,11449,淄博职业技术大学,929,山东,23,弱相关,advanced_manufacturing;green_low_carbon,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;green_low_carbon。,远程 edu_school_major + 三层院校表
637,470202,石油炼制技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
637,470202,石油炼制技术,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
637,470202,石油炼制技术,3,普通应用/职业供给高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
640,470203,精细化工技术,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
640,470203,精细化工技术,2,区域重点/特色优势高校,,,,,0,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
640,470203,精细化工技术,3,普通应用/职业供给高校,12378,杭州职业技术大学,863,浙江,4,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,远程 edu_school_major + 三层院校表
640,470203,精细化工技术,3,普通应用/职业供给高校,11447,兰州石化职业技术大学,882,甘肃,4,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,远程 edu_school_major + 三层院校表
640,470203,精细化工技术,3,普通应用/职业供给高校,11468,安徽职业技术大学,998,安徽,4,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,远程 edu_school_major + 三层院校表
640,470203,精细化工技术,3,普通应用/职业供给高校,12034,安徽矿业职业技术学院,,安徽,4,弱相关,artificial_intelligence;digital_economy;advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,远程 edu_school_major + 三层院校表
638,470204,石油化工技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
638,470204,石油化工技术,2,区域重点/特色优势高校,11734,东营职业学院,,山东,1,弱相关,advanced_manufacturing,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
638,470204,石油化工技术,3,普通应用/职业供给高校,11200,海南科技职业大学,1272,海南,2,弱相关,advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
638,470204,石油化工技术,3,普通应用/职业供给高校,11218,银川能源学院,1292,宁夏,2,弱相关,advanced_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,远程 edu_school_major + 三层院校表
647,470205,煤化工技术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
647,470205,煤化工技术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
647,470205,煤化工技术,3,普通应用/职业供给高校,11447,兰州石化职业技术大学,882,甘肃,3,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
647,470205,煤化工技术,3,普通应用/职业供给高校,11605,宁夏职业技术大学,908,宁夏,3,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
647,470205,煤化工技术,3,普通应用/职业供给高校,12487,山西铁道职业技术学院,,山西,3,否,,low,普通应用/职业供给高校中有开设样本；当前不建议直接标为新质生产力专业。,远程 edu_school_major + 三层院校表
639,470206,高分子合成技术,1,头部/强研究型高校,,,,,0,弱相关,new_materials,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为new_materials。,该层级未找到开设样本，按专业属性估算
639,470206,高分子合成技术,2,区域重点/特色优势高校,,,,,0,弱相关,new_materials,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为new_materials。,该层级未找到开设样本，按专业属性估算
639,470206,高分子合成技术,3,普通应用/职业供给高校,11447,兰州石化职业技术大学,882,甘肃,1,弱相关,new_materials,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为new_materials。,远程 edu_school_major + 三层院校表
641,470207,海洋化工技术,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence;advanced_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
641,470207,海洋化工技术,2,区域重点/特色优势高校,,,,,0,弱相关,artificial_intelligence;advanced_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
641,470207,海洋化工技术,3,普通应用/职业供给高校,,,,,0,弱相关,artificial_intelligence;advanced_manufacturing,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
9168,470208,分析检验技术,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
9168,470208,分析检验技术,2,区域重点/特色优势高校,11497,扬州工业职业技术学院,,江苏,3,弱相关,artificial_intelligence;digital_economy,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,2,区域重点/特色优势高校,11937,江西应用技术职业学院,,江西,3,弱相关,artificial_intelligence;digital_economy,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,2,区域重点/特色优势高校,11573,江西现代职业技术学院,,江西,3,弱相关,artificial_intelligence;digital_economy,low,区域重点/特色优势高校中有开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,3,普通应用/职业供给高校,11742,宁夏工商职业技术大学,912,宁夏,6,弱相关,artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,3,普通应用/职业供给高校,11468,安徽职业技术大学,998,安徽,6,弱相关,artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,3,普通应用/职业供给高校,12034,安徽矿业职业技术学院,,安徽,6,弱相关,artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,3,普通应用/职业供给高校,11784,广西现代职业技术学院,,广西,6,弱相关,artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9168,470208,分析检验技术,3,普通应用/职业供给高校,12449,河南应用技术职业学院,,河南,6,弱相关,artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9017,470209,化工智能制造技术,1,头部/强研究型高校,,,,,0,是,artificial_intelligence;digital_economy;advanced_manufacturing,high,头部/强研究型高校中未找到开设样本；更偏前沿科研、交叉学科和原创技术供给，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
9017,470209,化工智能制造技术,2,区域重点/特色优势高校,,,,,0,是,artificial_intelligence;digital_economy;advanced_manufacturing,high,区域重点/特色优势高校中未找到开设样本；更偏工程转化、区域产业链和特色学科建设，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
9017,470209,化工智能制造技术,3,普通应用/职业供给高校,,,,,0,是,artificial_intelligence;digital_economy;advanced_manufacturing,high,普通应用/职业供给高校中未找到开设样本；更偏岗位技能、应用场景落地和产业人才供给，方向为artificial_intelligence;digital_economy;advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
643,470210,化工装备技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
643,470210,化工装备技术,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
643,470210,化工装备技术,3,普通应用/职业供给高校,,,,,0,弱相关,advanced_manufacturing,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
644,470211,化工自动化技术,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
644,470211,化工自动化技术,2,区域重点/特色优势高校,,,,,0,弱相关,artificial_intelligence,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
644,470211,化工自动化技术,3,普通应用/职业供给高校,,,,,0,弱相关,artificial_intelligence,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
645,470212,涂装防护技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
645,470212,涂装防护技术,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
645,470212,涂装防护技术,3,普通应用/职业供给高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence。,该层级未找到开设样本，按专业属性估算
646,470213,烟花爆竹技术与管理,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
646,470213,烟花爆竹技术与管理,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
646,470213,烟花爆竹技术与管理,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
10041,470214,现代工业清洗技术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
10041,470214,现代工业清洗技术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
10041,470214,现代工业清洗技术,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
653,480101,化妆品技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;bio_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;bio_manufacturing。,该层级未找到开设样本，按专业属性估算
653,480101,化妆品技术,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;bio_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;bio_manufacturing。,该层级未找到开设样本，按专业属性估算
653,480101,化妆品技术,3,普通应用/职业供给高校,70060,浙江药科职业大学,788,浙江,1,弱相关,advanced_manufacturing;bio_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;bio_manufacturing。,远程 edu_school_major + 三层院校表
9018,480102,现代造纸技术,1,头部/强研究型高校,,,,,0,弱相关,bio_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为bio_manufacturing。,该层级未找到开设样本，按专业属性估算
9018,480102,现代造纸技术,2,区域重点/特色优势高校,,,,,0,弱相关,bio_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为bio_manufacturing。,该层级未找到开设样本，按专业属性估算
9018,480102,现代造纸技术,3,普通应用/职业供给高校,12213,湖北轻工职业技术学院,,湖北,1,弱相关,bio_manufacturing,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为bio_manufacturing。,远程 edu_school_major + 三层院校表
652,480103,家具设计与制造,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;digital_economy。,该层级未找到开设样本，按专业属性估算
652,480103,家具设计与制造,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;digital_economy,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;digital_economy。,该层级未找到开设样本，按专业属性估算
652,480103,家具设计与制造,3,普通应用/职业供给高校,12555,四川现代职业学院,,四川,1,弱相关,advanced_manufacturing;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;digital_economy。,远程 edu_school_major + 三层院校表
656,480104,鞋类设计与工艺,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
656,480104,鞋类设计与工艺,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
656,480104,鞋类设计与工艺,3,普通应用/职业供给高校,11293,江西服装学院,1267,江西,1,弱相关,advanced_manufacturing;artificial_intelligence;digital_economy,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;artificial_intelligence;digital_economy。,远程 edu_school_major + 三层院校表
9019,480105,陶瓷制造技术与工艺,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;new_materials,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;new_materials。,该层级未找到开设样本，按专业属性估算
9019,480105,陶瓷制造技术与工艺,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;new_materials,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;new_materials。,该层级未找到开设样本，按专业属性估算
9019,480105,陶瓷制造技术与工艺,3,普通应用/职业供给高校,12042,无锡工艺职业技术学院,,江苏,1,弱相关,advanced_manufacturing;new_materials,low,普通应用/职业供给高校中有开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;new_materials。,远程 edu_school_major + 三层院校表
1258,480106,珠宝首饰技术与管理,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
1258,480106,珠宝首饰技术与管理,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
1258,480106,珠宝首饰技术与管理,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
654,480107,皮革加工技术,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
654,480107,皮革加工技术,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
654,480107,皮革加工技术,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
655,480108,皮具制作与工艺,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
655,480108,皮具制作与工艺,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
655,480108,皮具制作与工艺,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
657,480109,乐器制造与维护,1,头部/强研究型高校,,,,,0,否,,low,头部/强研究型高校中未找到开设样本；当前规则未把该专业作为新质生产力核心或直接支撑。,该层级未找到开设样本，按专业属性估算
657,480109,乐器制造与维护,2,区域重点/特色优势高校,,,,,0,否,,low,区域重点/特色优势高校中未找到开设样本；当前更像传统专业供给，需结合具体学校特色复核。,该层级未找到开设样本，按专业属性估算
657,480109,乐器制造与维护,3,普通应用/职业供给高校,,,,,0,否,,low,普通应用/职业供给高校中未找到开设样本；当前不建议直接标为新质生产力专业。,该层级未找到开设样本，按专业属性估算
9020,480110,香料香精技术与工艺,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing;digital_economy。,该层级未找到开设样本，按专业属性估算
9020,480110,香料香精技术与工艺,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing;digital_economy,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing;digital_economy。,该层级未找到开设样本，按专业属性估算
9020,480110,香料香精技术与工艺,3,普通应用/职业供给高校,,,,,0,弱相关,advanced_manufacturing;digital_economy,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing;digital_economy。,该层级未找到开设样本，按专业属性估算
651,480111,表面精饰工艺,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
651,480111,表面精饰工艺,2,区域重点/特色优势高校,,,,,0,弱相关,artificial_intelligence,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
651,480111,表面精饰工艺,3,普通应用/职业供给高校,,,,,0,弱相关,artificial_intelligence,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为artificial_intelligence。,该层级未找到开设样本，按专业属性估算
659,480201,包装工程技术,1,头部/强研究型高校,,,,,0,弱相关,advanced_manufacturing,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
659,480201,包装工程技术,2,区域重点/特色优势高校,,,,,0,弱相关,advanced_manufacturing,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
659,480201,包装工程技术,3,普通应用/职业供给高校,,,,,0,弱相关,advanced_manufacturing,low,普通应用/职业供给高校中未找到开设样本；可作为新技术应用、设备运维或产业服务支撑，方向为advanced_manufacturing。,该层级未找到开设样本，按专业属性估算
660,480202,包装策划与设计,1,头部/强研究型高校,,,,,0,弱相关,artificial_intelligence;digital_economy,low,头部/强研究型高校中未找到开设样本；可作为新质生产力基础学科或平台型支撑，方向为artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
660,480202,包装策划与设计,2,区域重点/特色优势高校,,,,,0,弱相关,artificial_intelligence;digital_economy,low,区域重点/特色优势高校中未找到开设样本；适合解释为产业应用支撑或交叉赋能专业，方向为artificial_intelligence;digital_economy。,该层级未找到开设样本，按专业属性估算
